Log_GDP_per_capita,Social_support,Healthy_life_expectancy_at_birth,Freedom_to_make_life_choices,Generosity,Perceptions_of_corruption,Regional_indicator_Central and Eastern Europe,Regional_indicator_Commonwealth of Independent States,Regional_indicator_East Asia,Regional_indicator_Latin America and Caribbean,Regional_indicator_Middle East and North Africa,Regional_indicator_North America and ANZ,Regional_indicator_South Asia,Regional_indicator_Southeast Asia,Regional_indicator_Sub-Saharan Africa,Regional_indicator_Western Europe
10.816,0.926,71.06,0.904,0.071,0.679,0,0,0,0,0,0,0,0,0,1
10.817,0.931,71.14,0.894,0.024,0.566,0,0,0,0,0,0,0,0,0,1
10.835,0.938,71.22,0.899,0.088,0.474,0,0,0,0,0,0,0,0,0,1
10.844,0.926,71.3,0.889,0.178,0.412,0,0,0,0,0,0,0,0,0,1
10.858,0.906,71.6,0.871,0.148,0.446,0,0,0,0,0,0,0,0,0,1
10.878,0.892,71.9,0.841,0.145,0.414,0,0,0,0,0,0,0,0,0,1
10.89,0.92,72.2,0.877,0.034,0.496,0,0,0,0,0,0,0,0,0,1
10.893,0.886,72.5,0.885,0.057,0.462,0,0,0,0,0,0,0,0,0,1
10.833,0.905,72.8,0.864,-0.06,0.424,0,0,0,0,0,0,0,0,0,1
8.073,0.728,52.34,0.849,0.213,0.814,0,0,0,0,0,0,0,0,1,0
8.09,0.73,52.78,0.891,0.138,0.771,0,0,0,0,0,0,0,0,1,0
8.152,0.622,53.22,0.838,0.12,0.863,0,0,0,0,0,0,0,0,1,0
8.174,0.633,53.66,0.757,0.005,0.89,0,0,0,0,0,0,0,0,1,0
8.225,0.739,54.1,0.891,0.074,0.875,0,0,0,0,0,0,0,0,1,0
8.332,0.724,54.48,0.852,0.011,0.79,0,0,0,0,0,0,0,0,1,0
8.397,0.685,54.86,0.679,0.04,0.898,0,0,0,0,0,0,0,0,1,0
8.445,0.676,55.24,0.794,-0.065,0.88,0,0,0,0,0,0,0,0,1,0
8.45,0.651,55.62,0.677,0.001,0.913,0,0,0,0,0,0,0,0,1,0
8.449,0.687,56.0,0.852,-0.038,0.945,0,0,0,0,0,0,0,0,1,0
8.46,0.647,56.4,0.751,0.09,0.894,0,0,0,0,0,0,0,0,1,0
8.517,0.669,56.8,0.783,0.079,0.839,0,0,0,0,0,0,0,0,1,0
8.555,0.761,57.2,0.817,0.062,0.846,0,0,0,0,0,0,0,0,1,0
8.596,0.746,57.6,0.787,0.116,0.857,0,0,0,0,0,0,0,0,1,0
8.59,0.643,58.0,0.824,0.2,0.847,0,0,0,0,0,0,0,0,1,0
10.462,0.837,70.5,0.734,-0.2815714285714285,0.861,0,0,0,0,0,0,0,0,0,1
10.543,0.808,70.9,0.575,-0.19,0.845,0,0,0,0,0,0,0,0,0,1
10.491,0.793,71.3,0.443,-0.293,0.959,0,0,0,0,0,0,0,0,0,1
10.433,0.868,71.5,0.484,-0.303,0.954,0,0,0,0,0,0,0,0,0,1
10.339,0.852,71.56,0.528,-0.316,0.941,0,0,0,0,0,0,0,0,0,1
10.268,0.812,71.62,0.373,-0.305,0.959,0,0,0,0,0,0,0,0,0,1
10.243,0.687,71.68,0.426,-0.272,0.941,0,0,0,0,0,0,0,0,0,1
10.257,0.832,71.74,0.369,-0.288,0.93,0,0,0,0,0,0,0,0,0,1
10.259,0.835,71.8,0.532,-0.272,0.824,0,0,0,0,0,0,0,0,0,1
10.261,0.803,72.0,0.482,-0.26,0.898,0,0,0,0,0,0,0,0,0,1
10.278,0.753,72.2,0.438,-0.29,0.872,0,0,0,0,0,0,0,0,0,1
10.299,0.794,72.4,0.564,-0.335,0.86,0,0,0,0,0,0,0,0,0,1
10.319,0.891,72.6,0.614,-0.289,0.848,0,0,0,0,0,0,0,0,0,1
10.215,0.779,72.8,0.565,-0.241,0.764,0,0,0,0,0,0,0,0,0,1
8.85,0.83,60.74,0.663,0.172,0.706,0,0,0,1,0,0,0,0,0,0
8.891,0.866,61.08,0.628,0.136,0.81,0,0,0,1,0,0,0,0,0,0
8.904,0.866,61.42,0.63,0.206,0.796,0,0,0,1,0,0,0,0,0,0
8.891,0.834,61.76,0.643,0.197,0.755,0,0,0,1,0,0,0,0,0,0
8.901,0.859,62.1,0.696,0.166,0.795,0,0,0,1,0,0,0,0,0,0
8.923,0.768,62.46,0.763,0.009,0.863,0,0,0,1,0,0,0,0,0,0
8.935,0.802,62.82,0.865,0.02,0.821,0,0,0,1,0,0,0,0,0,0
8.953,0.83,63.18,0.884,0.045,0.817,0,0,0,1,0,0,0,0,0,0
8.98,0.834,63.54,0.843,0.108,0.804,0,0,0,1,0,0,0,0,0,0
9.003,0.823,63.9,0.869,0.051,0.822,0,0,0,1,0,0,0,0,0,0
9.013,0.811,64.2,0.863,0.011,0.812,0,0,0,1,0,0,0,0,0,0
9.026,0.826,64.5,0.915,-0.059,0.8,0,0,0,1,0,0,0,0,0,0
9.042,0.841,64.8,0.91,-0.01,0.765,0,0,0,1,0,0,0,0,0,0
9.064,0.774,65.1,0.901,-0.062,0.773,0,0,0,1,0,0,0,0,0,0
7.567,0.598,50.22,0.797,0.041,0.743,0,0,0,0,0,0,0,0,1,0
7.603,0.542,50.44,0.646,0.001,0.794,0,0,0,0,0,0,0,0,1,0
7.619,0.567,50.66,0.693,0.091,0.815,0,0,0,0,0,0,0,0,1,0
7.632,0.638,50.88,0.684,0.006,0.705,0,0,0,0,0,0,0,0,1,0
7.645,0.579,51.1,0.666,0.007,0.762,0,0,0,0,0,0,0,0,1,0
7.721,0.675,52.2,0.726,-0.056,0.803,0,0,0,0,0,0,0,0,1,0
7.792,0.634,53.3,0.738,0.038,0.75,0,0,0,0,0,0,0,0,1,0
7.823,0.63,54.4,0.731,0.092,0.778,0,0,0,0,0,0,0,0,1,0
7.849,0.655,55.5,0.691,0.097,0.756,0,0,0,0,0,0,0,0,1,0
8.773,0.849,57.26,0.694,0.11,0.836,0,0,0,1,0,0,0,0,0,0
7.407,0.694,48.46,0.449,0.401,0.854,0,0,0,1,0,0,0,0,0,0
7.417,0.679,40.38,0.465,0.261,0.812,0,0,0,1,0,0,0,0,0,0
7.384,0.554,32.3,0.373,0.216,0.848,0,0,0,1,0,0,0,0,0,0
7.423,0.567,36.86,0.413,0.243,0.682,0,0,0,1,0,0,0,0,0,0
7.437,0.749,41.42,0.482,0.289,0.717,0,0,0,1,0,0,0,0,0,0
7.464,0.648,45.98,0.61,0.289,0.669,0,0,0,1,0,0,0,0,0,0
7.477,0.554,50.54,0.509,0.285,0.708,0,0,0,1,0,0,0,0,0,0
7.476,0.564,55.1,0.398,0.306,0.777,0,0,0,1,0,0,0,0,0,0
7.477,0.584,55.3,0.304,0.291,0.839,0,0,0,1,0,0,0,0,0,0
7.475,0.647,55.5,0.484,0.381,0.647,0,0,0,1,0,0,0,0,0,0
7.477,0.538,55.7,0.591,0.422,0.72,0,0,0,1,0,0,0,0,0,0
8.462,0.933,64.54,0.65,0.089,0.844,0,0,0,1,0,0,0,0,0,0
8.5,0.819,64.78,0.676,0.23,0.826,0,0,0,1,0,0,0,0,0,0
8.52,0.828,65.02,0.687,0.223,0.863,0,0,0,1,0,0,0,0,0,0
8.474,0.824,65.26,0.661,0.119,0.857,0,0,0,1,0,0,0,0,0,0
8.49,0.803,65.5,0.646,0.105,0.82,0,0,0,1,0,0,0,0,0,0
8.508,0.766,65.72,0.783,0.095,0.884,0,0,0,1,0,0,0,0,0,0
8.53,0.779,65.94,0.7,-0.003,0.871,0,0,0,1,0,0,0,0,0,0
8.54,0.792,66.16,0.698,-0.027,0.868,0,0,0,1,0,0,0,0,0,0
8.552,0.79,66.38,0.696,0.015,0.834,0,0,0,1,0,0,0,0,0,0
8.572,0.772,66.6,0.534,-0.097,0.848,0,0,0,1,0,0,0,0,0,0
8.593,0.774,66.8,0.85,0.08,0.793,0,0,0,1,0,0,0,0,0,0
8.624,0.843,67.0,0.898,0.072,0.783,0,0,0,1,0,0,0,0,0,0
8.643,0.827,67.2,0.872,0.099,0.804,0,0,0,1,0,0,0,0,0,0
8.653,0.797,67.4,0.846,0.063,0.815,0,0,0,1,0,0,0,0,0,0
10.108,0.93,64.6,0.697,-0.1562142857142857,0.903,1,0,0,0,0,0,0,0,0,0
10.153,0.931,65.0,0.538,-0.161,0.895,1,0,0,0,0,0,0,0,0,0
10.097,0.901,65.4,0.464,-0.125,0.915,1,0,0,0,0,0,0,0,0,0
10.106,0.896,65.6,0.514,-0.145,0.983,1,0,0,0,0,0,0,0,0,0
10.127,0.894,65.76,0.631,-0.089,0.94,1,0,0,0,0,0,0,0,0,0
10.117,0.906,65.92,0.569,-0.136,0.93,1,0,0,0,0,0,0,0,0,0
10.14,0.877,66.08,0.674,-0.113,0.912,1,0,0,0,0,0,0,0,0,0
10.183,0.845,66.24,0.494,-0.15,0.855,1,0,0,0,0,0,0,0,0,0
10.223,0.859,66.4,0.558,-0.198,0.908,1,0,0,0,0,0,0,0,0,0
10.248,0.9,66.8,0.554,-0.187,0.924,1,0,0,0,0,0,0,0,0,0
10.293,0.877,67.2,0.661,-0.139,0.886,1,0,0,0,0,0,0,0,0,0
10.344,0.941,67.6,0.693,-0.243,0.911,1,0,0,0,0,0,0,0,0,0
10.393,0.947,68.0,0.798,-0.195,0.884,1,0,0,0,0,0,0,0,0,0
10.335,0.943,68.4,0.771,-0.12,0.836,1,0,0,0,0,0,0,0,0,0
10.861,0.977,72.32,0.885,0.272,0.708,0,0,0,0,0,0,0,0,0,1
10.777,0.979,72.76,0.905,0.241,0.759,0,0,0,0,0,0,0,0,0,1
10.809,0.967,72.84,0.923,0.306,0.713,0,0,0,0,0,0,0,0,0,1
10.854,0.98,73.0,0.94,0.301,0.639,0,0,0,0,0,0,0,0,0,1
10.904,0.985,73.0,0.952,0.281,0.719,0,0,0,0,0,0,0,0,0,1
10.925,0.967,73.0,0.939,0.246,0.727,0,0,0,0,0,0,0,0,0,1
10.931,0.982,73.0,0.959,0.2458749999999999,0.699,0,0,0,0,0,0,0,0,0,1
10.824,0.983,73.0,0.949,0.16,0.644,0,0,0,0,0,0,0,0,0,1
8.145,0.707,55.72,0.774,0.0237333333333333,0.855,0,0,0,0,0,0,1,0,0,0
8.204,0.569,56.14,0.729,-0.051,0.862,0,0,0,0,0,0,1,0,0,0
8.22,0.684,56.56,0.756,-0.072,0.891,0,0,0,0,0,0,1,0,0,0
8.281,0.653,56.98,0.679,-0.026,0.895,0,0,0,0,0,0,1,0,0,0
8.349,0.605,57.4,0.783,0.058,0.863,0,0,0,0,0,0,1,0,0,0
8.387,0.553,57.7,0.838,-0.038,0.908,0,0,0,0,0,0,1,0,0,0
8.428,0.511,58.0,0.609,0.067,0.83,0,0,0,0,0,0,1,0,0,0
8.478,0.553,58.3,0.74,0.084,0.832,0,0,0,0,0,0,1,0,0,0
8.538,0.621,58.6,0.809,-0.026,0.832,0,0,0,0,0,0,1,0,0,0
8.604,0.61,58.9,0.777,-0.005,0.776,0,0,0,0,0,0,1,0,0,0
8.673,0.614,59.3,0.82,0.046,0.765,0,0,0,0,0,0,1,0,0,0
8.73,0.607,59.7,0.886,-0.042,0.781,0,0,0,0,0,0,1,0,0,0
8.779,0.638,60.1,0.89,0.085,0.805,0,0,0,0,0,0,1,0,0,0
8.818,0.561,60.5,0.876,0.112,0.752,0,0,0,0,0,0,1,0,0,0
8.703,0.617,60.9,0.906,0.075,0.78,0,0,0,0,0,0,1,0,0,0
8.85,0.771,59.84,0.713,0.347,0.915,0,0,0,0,0,0,0,1,0,0
8.898,0.704,59.98,0.603,0.311,0.96,0,0,0,0,0,0,0,1,0,0
8.943,0.675,60.12,0.596,0.164,0.968,0,0,0,0,0,0,0,1,0,0
8.975,0.779,60.26,0.784,0.191,0.911,0,0,0,0,0,0,0,1,0,0
9.022,0.816,60.4,0.7,0.448,0.954,0,0,0,0,0,0,0,1,0,0
9.069,0.825,60.62,0.878,0.438,0.962,0,0,0,0,0,0,0,1,0,0
9.114,0.834,60.84,0.77,0.354,0.962,0,0,0,0,0,0,0,1,0,0
9.155,0.794,61.06,0.781,0.376,0.973,0,0,0,0,0,0,0,1,0,0
9.19,0.905,61.28,0.719,0.408,0.97,0,0,0,0,0,0,0,1,0,0
9.225,0.809,61.5,0.779,0.471,0.946,0,0,0,0,0,0,0,1,0,0
9.262,0.792,61.7,0.83,0.5,0.89,0,0,0,0,0,0,0,1,0,0
9.3,0.796,61.9,0.865,0.488,0.9,0,0,0,0,0,0,0,1,0,0
9.339,0.809,62.1,0.879,0.512,0.868,0,0,0,0,0,0,0,1,0,0
9.377,0.802,62.3,0.866,0.555,0.861,0,0,0,0,0,0,0,1,0,0
9.393,0.766,62.0,0.651,0.1736666666666666,0.636,0,0,0,0,1,0,0,0,0,0
9.497,0.718,62.76,0.533,0.056,0.872,0,0,0,0,1,0,0,0,0,0
9.489,0.633,63.14,0.601,0.052,0.868,0,0,0,0,1,0,0,0,0,0
9.547,0.582,64.14,0.798,0.2,0.665,0,0,0,0,1,0,0,0,0,0
9.458,0.6,64.38,0.764,0.1736666666666666,0.678,0,0,0,0,1,0,0,0,0,0
9.443,0.664,64.62,0.73,0.216,0.685,0,0,0,0,1,0,0,0,0,0
9.476,0.644,64.86,0.767,0.241,0.64,0,0,0,0,1,0,0,0,0,0
9.449,0.572,65.1,0.78,0.176,0.699,0,0,0,0,1,0,0,0,0,0
9.561,0.566,65.4,0.773,0.186,0.713,0,0,0,0,1,0,0,0,0,0
9.584,0.714,65.7,0.731,0.218,0.715,0,0,0,0,1,0,0,0,0,0
9.498272727272727,0.674,66.0,0.603,0.1736666666666666,0.703,0,0,0,0,1,0,0,0,0,0
9.498272727272727,0.698,66.3,0.623,0.1736666666666666,0.728,0,0,0,0,1,0,0,0,0,0
9.498272727272727,0.757,66.6,0.6,0.1736666666666666,0.71,0,0,0,0,1,0,0,0,0,0
9.063,0.744,58.32,0.386,-0.061,0.91,0,0,0,0,1,0,0,0,0,0
9.076,0.862,58.96,0.431,-0.199,0.854,0,0,0,0,1,0,0,0,0,0
9.112,0.854,59.6,0.419,-0.125,0.859,0,0,0,0,1,0,0,0,0,0
9.152,0.751,59.36,0.347,-0.07,0.78,0,0,0,0,1,0,0,0,0,0
9.246,0.73,59.12,0.315,-0.02,0.789,0,0,0,0,1,0,0,0,0,0
9.28,0.728,58.88,0.5304166666666666,-0.05,0.71,0,0,0,0,1,0,0,0,0,0
9.25,0.725,58.64,0.646,-0.001,0.726,0,0,0,0,1,0,0,0,0,0
9.241,0.684,58.4,0.599,0.019,0.762,0,0,0,0,1,0,0,0,0,0
9.354,0.719,59.0,0.666,-0.052,0.799,0,0,0,0,1,0,0,0,0,0
9.303,0.695,59.6,0.628,0.0,0.757,0,0,0,0,1,0,0,0,0,0
9.274,0.764,60.2,0.598,-0.068,0.887,0,0,0,0,1,0,0,0,0,0
9.167,0.708,61.4,0.7,-0.021,0.849,0,0,0,0,1,0,0,0,0,0
10.972,0.967,70.14,0.943,0.242,0.473,0,0,0,0,0,0,0,0,0,1
10.929,0.983,70.82,0.894,0.322,0.487,0,0,0,0,0,0,0,0,0,1
10.866,0.959,71.16,0.835,0.315,0.58,0,0,0,0,0,0,0,0,0,1
10.879,0.973,71.5,0.856,0.348,0.618,0,0,0,0,0,0,0,0,0,1
10.878,0.977,71.6,0.952,0.383,0.59,0,0,0,0,0,0,0,0,0,1
10.876,0.962,71.7,0.902,0.302,0.573,0,0,0,0,0,0,0,0,0,1
10.884,0.955,71.8,0.884,0.331,0.558,0,0,0,0,0,0,0,0,0,1
10.959,0.968,71.9,0.922,0.264,0.406,0,0,0,0,0,0,0,0,0,1
11.174,0.953,72.0,0.892,0.233,0.409,0,0,0,0,0,0,0,0,0,1
11.199,0.958,72.1,0.875,0.174,0.399,0,0,0,0,0,0,0,0,0,1
11.266,0.943,72.2,0.905,0.216,0.337,0,0,0,0,0,0,0,0,0,1
11.332,0.938,72.3,0.861,0.144,0.362,0,0,0,0,0,0,0,0,0,1
11.371,0.944,72.4,0.892,0.074,0.373,0,0,0,0,0,0,0,0,0,1
11.323,0.96,72.5,0.882,0.014,0.356,0,0,0,0,0,0,0,0,0,1
10.389,0.927,71.12,0.817,0.1164,0.905,0,0,0,0,1,0,0,0,0,0
10.428,0.868,71.44,0.683,0.219,0.868,0,0,0,0,1,0,0,0,0,0
10.44,0.859,71.76,0.663,0.139,0.898,0,0,0,0,1,0,0,0,0,0
10.425,0.937,72.08,0.593,0.172,0.923,0,0,0,0,1,0,0,0,0,0
10.461,0.882,72.4,0.561,0.15,0.902,0,0,0,0,1,0,0,0,0,0
10.489,0.893,72.46,0.722,0.141,0.891,0,0,0,0,1,0,0,0,0,0
10.493,0.903,72.52,0.681,0.153,0.862,0,0,0,0,1,0,0,0,0,0
10.515,0.909,72.58,0.739,0.15,0.849,0,0,0,0,1,0,0,0,0,0
10.533,0.889,72.64,0.707,0.094,0.818,0,0,0,0,1,0,0,0,0,0
10.536,0.864,72.7,0.753,0.108,0.789,0,0,0,0,1,0,0,0,0,0
10.555,0.89,72.9,0.772,0.153,0.804,0,0,0,0,1,0,0,0,0,0
10.57,0.916,73.1,0.768,0.145,0.793,0,0,0,0,1,0,0,0,0,0
10.585,0.91,73.3,0.725,0.055,0.77,0,0,0,0,1,0,0,0,0,0
10.601,0.946,73.5,0.834,0.085,0.743,0,0,0,0,1,0,0,0,0,0
10.538,0.959,73.7,0.831,-0.049,0.748,0,0,0,0,1,0,0,0,0,0
10.703,0.928,71.9,0.802,-0.0164666666666666,0.944,0,0,0,0,0,0,0,0,0,1
10.727,0.912,72.26,0.684,0.113,0.922,0,0,0,0,0,0,0,0,0,1
10.711,0.88,72.44,0.543,0.049,0.946,0,0,0,0,0,0,0,0,0,1
10.652,0.88,72.62,0.701,0.24,0.89,0,0,0,0,0,0,0,0,0,1
10.666,0.872,72.8,0.738,-0.06,0.921,0,0,0,0,0,0,0,0,0,1
10.671,0.913,72.84,0.568,-0.018,0.933,0,0,0,0,0,0,0,0,0,1
10.638,0.869,72.88,0.57,0.113,0.908,0,0,0,0,0,0,0,0,0,1
10.608,0.916,72.92,0.499,-0.102,0.943,0,0,0,0,0,0,0,0,0,1
10.599,0.898,72.96,0.624,-0.065,0.92,0,0,0,0,0,0,0,0,0,1
10.608,0.909,73.0,0.575,-0.064,0.913,0,0,0,0,0,0,0,0,0,1
10.622,0.927,73.2,0.624,-0.081,0.903,0,0,0,0,0,0,0,0,0,1
10.64,0.92,73.4,0.633,-0.035,0.867,0,0,0,0,0,0,0,0,0,1
10.65,0.913,73.6,0.65,-0.021,0.888,0,0,0,0,0,0,0,0,0,1
10.655,0.838,73.8,0.709,-0.082,0.866,0,0,0,0,0,0,0,0,0,1
10.563,0.89,74.0,0.718,-0.15,0.844,0,0,0,0,0,0,0,0,0,1
8.209,0.667,45.78,0.76,-0.153,0.902,0,0,0,0,0,0,0,0,1,0
8.274,0.709,47.1,0.739,-0.031,0.691,0,0,0,0,0,0,0,0,1,0
8.334,0.711,47.4,0.781,-0.08,0.671,0,0,0,0,0,0,0,0,1,0
8.393,0.704,47.7,0.8,-0.053,0.744,0,0,0,0,0,0,0,0,1,0
8.437,0.617,48.3,0.769,-0.043,0.757,0,0,0,0,0,0,0,0,1,0
8.483,0.661,48.9,0.732,-0.111,0.771,0,0,0,0,0,0,0,0,1,0
8.523,0.621,49.5,0.713,-0.05,0.791,0,0,0,0,0,0,0,0,1,0
8.564,0.679,50.1,0.736,-0.017,0.799,0,0,0,0,0,0,0,0,1,0
8.565,0.613,50.7,0.77,0.016,0.777,0,0,0,0,0,0,0,0,1,0
9.225,0.909,64.9,0.738,-0.004,0.946,0,0,0,1,0,0,0,0,0,0
9.164,0.855,66.22,0.796,-0.064,0.909,0,0,0,1,0,0,0,0,0,0
9.151,0.865,66.46,0.793,-0.021,0.931,0,0,0,1,0,0,0,0,0,0
9.152,0.874,66.58,0.809,-0.001,0.861,0,0,0,1,0,0,0,0,0,0
9.169,0.913,67.1,0.861,-0.13,0.883,0,0,0,1,0,0,0,0,0,0
9.186,0.878,67.5,0.891,-0.137,0.885,0,0,0,1,0,0,0,0,0,0
10.529,0.928,73.2,0.868,-0.1692142857142857,0.699,0,0,1,0,0,0,0,0,0,0
10.558,0.938,73.44,0.796,-0.09,0.809,0,0,1,0,0,0,0,0,0,0
10.546,0.887,73.56,0.772,-0.135,0.816,0,0,1,0,0,0,0,0,0,0
10.491,0.888,73.68,0.73,-0.21,0.74,0,0,1,0,0,0,0,0,0,0
10.532,0.902,73.8,0.772,-0.14,0.77,0,0,1,0,0,0,0,0,0,0
10.532,0.917,73.98,0.814,-0.052,0.734,0,0,1,0,0,0,0,0,0,0
10.549,0.905,74.16,0.753,-0.1692142857142857,0.692,0,0,1,0,0,0,0,0,0,0
10.57,0.924,74.34,0.821,-0.147,0.65,0,0,1,0,0,0,0,0,0,0
10.575,0.9,74.52,0.838,-0.139,0.617,0,0,1,0,0,0,0,0,0,0
10.588,0.923,74.7,0.832,-0.155,0.654,0,0,1,0,0,0,0,0,0,0
10.595,0.9,74.8,0.836,-0.062,0.698,0,0,1,0,0,0,0,0,0,0
10.618,0.882,74.9,0.849,-0.206,0.659,0,0,1,0,0,0,0,0,0,0
10.623,0.886,75.0,0.773,-0.261,0.687,0,0,1,0,0,0,0,0,0,0
10.632,0.878,75.1,0.806,-0.255,0.617,0,0,1,0,0,0,0,0,0,0
10.58,0.887,75.2,0.806,-0.259,0.609,0,0,1,0,0,0,0,0,0,0
9.246,0.92,63.5,0.7432142857142857,-0.1192,0.67,0,0,0,0,1,0,0,0,0,0
9.321,0.841,63.98,0.646,-0.112,0.664,0,0,0,0,1,0,0,0,0,0
9.343,0.766,64.22,0.7432142857142857,-0.127,0.709,0,0,0,0,1,0,0,0,0,0
9.347,0.899,64.46,0.771,-0.075,0.739,0,0,0,0,1,0,0,0,0,0
9.317,0.918,64.7,0.788,-0.046,0.6974,0,0,0,0,1,0,0,0,0,0
9.289,0.878,65.0,0.76,-0.143,0.6974,0,0,0,0,1,0,0,0,0,0
9.261,0.829,65.3,0.693,-0.16,0.6974,0,0,0,0,1,0,0,0,0,0
9.237,0.84,65.6,0.692,-0.117,0.6974,0,0,0,0,1,0,0,0,0,0
9.222,0.816,65.9,0.729,-0.104,0.6974,0,0,0,0,1,0,0,0,0,0
9.207,0.83,66.2,0.767,-0.046,0.6974,0,0,0,0,1,0,0,0,0,0
9.197,0.82,66.4,0.771,-0.038,0.6974,0,0,0,0,1,0,0,0,0,0
9.194,0.815,66.6,0.766,-0.152,0.6974,0,0,0,0,1,0,0,0,0,0
9.196,0.8,66.8,0.762,-0.186,0.6974,0,0,0,0,1,0,0,0,0,0
9.201,0.793,67.0,0.726,-0.165,0.6974,0,0,0,0,1,0,0,0,0,0
9.15,0.709,67.2,0.779,-0.15,0.6974,0,0,0,0,1,0,0,0,0,0
9.804,0.872,58.2,0.731,-0.274,0.865,0,1,0,0,0,0,0,0,0,0
9.878,0.861,58.7,0.806,-0.246,0.865,0,1,0,0,0,0,0,0,0,0
9.898,0.839,59.2,0.727,-0.221,0.899,0,1,0,0,0,0,0,0,0,0
9.884,0.893,59.7,0.856,-0.249,0.845,0,1,0,0,0,0,0,0,0,0
9.94,0.904,60.2,0.785,-0.215,0.823,0,1,0,0,0,0,0,0,0,0
9.997,0.905,60.72,0.878,-0.235,0.802,0,1,0,0,0,0,0,0,0,0
10.03,0.892,61.24,0.84,-0.171,0.877,0,1,0,0,0,0,0,0,0,0
10.074,0.889,61.76,0.782,-0.229,0.82,0,1,0,0,0,0,0,0,0,0
10.101,0.795,62.28,0.799,0.004,0.805,0,1,0,0,0,0,0,0,0,0
10.098,0.931,62.8,0.74,-0.037,0.714,0,1,0,0,0,0,0,0,0,0
10.095,0.928,63.4,0.783,-0.036,0.702,0,1,0,0,0,0,0,0,0,0
10.121,0.914,64.0,0.745,-0.035,0.755,0,1,0,0,0,0,0,0,0,0
10.148,0.937,64.6,0.84,-0.098,0.824,0,1,0,0,0,0,0,0,0,0
10.179,0.951,65.2,0.852,-0.055,0.708,0,1,0,0,0,0,0,0,0,0
10.135,0.966,65.8,0.872,-0.056,0.661,0,1,0,0,0,0,0,0,0,0
8.039,0.909,50.22,0.616,-0.02,0.86,0,0,0,0,0,0,0,0,1,0
8.078,0.841,51.54,0.75,0.054,0.799,0,0,0,0,0,0,0,0,1,0
8.052,0.827,52.86,0.62,-0.012,0.909,0,0,0,0,0,0,0,0,1,0
8.057,0.789,54.18,0.584,0.1,0.913,0,0,0,0,0,0,0,0,1,0
8.111,0.805,55.5,0.635,0.019,0.918,0,0,0,0,0,0,0,0,1,0
8.143,0.846,56.06,0.709,0.022,0.923,0,0,0,0,0,0,0,0,1,0
8.161,0.831,56.62,0.628,0.066,0.911,0,0,0,0,0,0,0,0,1,0
8.192,0.825,57.18,0.708,0.212,0.861,0,0,0,0,0,0,0,0,1,0
8.219,0.765,57.74,0.819,0.172,0.849,0,0,0,0,0,0,0,0,1,0
8.249,0.777,58.3,0.793,0.221,0.853,0,0,0,0,0,0,0,0,1,0
8.282,0.706,58.9,0.749,0.298,0.828,0,0,0,0,0,0,0,0,1,0
8.306,0.715,59.5,0.853,0.234,0.854,0,0,0,0,0,0,0,0,1,0
8.344,0.707,60.1,0.821,0.291,0.844,0,0,0,0,0,0,0,0,1,0
8.373,0.676,60.7,0.818,0.31,0.794,0,0,0,0,0,0,0,0,1,0
8.365,0.674,61.3,0.702,0.26,0.837,0,0,0,0,0,0,0,0,1,0
11.228,0.919,63.96,0.769,-0.236,0.328,0,0,0,0,1,0,0,0,0,0
11.065,0.926,64.44,0.819,0.007,0.675,0,0,0,0,1,0,0,0,0,0
10.982,0.893,64.6,0.703,-0.031,0.486,0,0,0,0,1,0,0,0,0,0
11.017,0.882,64.9,0.769,-0.0582499999999999,0.56,0,0,0,0,1,0,0,0,0,0
11.025,0.889,65.2,0.934,-0.0582499999999999,0.557,0,0,0,0,1,0,0,0,0,0
10.985,0.862,65.5,0.751,-0.0582499999999999,0.557,0,0,0,0,1,0,0,0,0,0
10.945,0.8706363636363637,65.8,0.8205454545454546,-0.0582499999999999,0.557,0,0,0,0,1,0,0,0,0,0
10.912,0.823,66.1,0.822,0.082,0.557,0,0,0,0,1,0,0,0,0,0
10.91,0.845,66.3,0.841,-0.075,0.557,0,0,0,0,1,0,0,0,0,0
10.837,0.853,66.5,0.884,-0.005,0.557,0,0,0,0,1,0,0,0,0,0
10.817,0.842,66.9,0.867,-0.104,0.557,0,0,0,0,1,0,0,0,0,0
8.185,0.844,59.98,0.678,-0.14,0.879,0,1,0,0,0,0,0,0,0,0
8.258,0.833,60.26,0.684,-0.091,0.929,0,1,0,0,0,0,0,0,0,0
8.329,0.792,60.54,0.719,-0.1,0.923,0,1,0,0,0,0,0,0,0,0
8.345,0.855,60.82,0.699,-0.14,0.896,0,1,0,0,0,0,0,0,0,0
8.329,0.885,61.1,0.72,-0.072,0.926,0,1,0,0,0,0,0,0,0,0
8.374,0.891,61.52,0.748,-0.155,0.932,0,1,0,0,0,0,0,0,0,0
8.357,0.856,61.94,0.703,-0.079,0.892,0,1,0,0,0,0,0,0,0,0
8.441,0.851,62.36,0.755,-0.085,0.9,0,1,0,0,0,0,0,0,0,0
8.46,0.898,62.78,0.736,0.355,0.897,0,1,0,0,0,0,0,0,0,0
8.477,0.857,63.2,0.813,0.2,0.858,0,1,0,0,0,0,0,0,0,0
8.5,0.914,63.5,0.814,0.056,0.917,0,1,0,0,0,0,0,0,0,0
8.526,0.883,63.8,0.859,0.143,0.874,0,1,0,0,0,0,0,0,0,0
8.543,0.898,64.1,0.945,0.267,0.907,0,1,0,0,0,0,0,0,0,0
