Log_GDP_per_capita,Social_support,Healthy_life_expectancy_at_birth,Freedom_to_make_life_choices,Generosity,Perceptions_of_corruption,Regional_indicator_Central and Eastern Europe,Regional_indicator_Commonwealth of Independent States,Regional_indicator_East Asia,Regional_indicator_Latin America and Caribbean,Regional_indicator_Middle East and North Africa,Regional_indicator_North America and ANZ,Regional_indicator_South Asia,Regional_indicator_Southeast Asia,Regional_indicator_Sub-Saharan Africa,Regional_indicator_Western Europe
9.46,0.898,55.3,0.862,-0.127,0.853,0,0,0,0,0,0,0,0,1,0
9.45,0.875,55.7,0.774,-0.07,0.813,0,0,0,0,0,0,0,0,1,0
9.45,0.87,56.1,0.787,-0.129,0.865,0,0,0,0,0,0,0,0,1,0
9.444,0.841,56.5,0.753,-0.05,0.841,0,0,0,0,0,0,0,0,1,0
9.432,0.848,56.9,0.738,-0.134,0.82,0,0,0,0,0,0,0,0,1,0
9.332,0.891,57.3,0.757,-0.015,0.912,0,0,0,0,0,0,0,0,1,0
10.31,0.775,70.2,0.715,-0.052,0.799,0,0,1,0,0,0,0,0,0,0
10.361,0.827,70.5,0.656,-0.059,0.803,0,0,1,0,0,0,0,0,0,0
10.383,0.754,70.8,0.524,-0.102,0.771,0,0,1,0,0,0,0,0,0,0
10.386,0.811,71.1,0.6,-0.096,0.787,0,0,1,0,0,0,0,0,0,0
10.447,0.816,71.4,0.677,-0.033,0.752,0,0,1,0,0,0,0,0,0,0
10.475,0.809,71.66,0.682,-0.048,0.827,0,0,1,0,0,0,0,0,0,0
10.494,0.775,71.92,0.618,-0.0541333333333333,0.844,0,0,1,0,0,0,0,0,0,0
10.52,0.797,72.18,0.642,-0.05,0.832,0,0,1,0,0,0,0,0,0,0
10.546,0.738,72.44,0.623,-0.043,0.834,0,0,1,0,0,0,0,0,0,0
10.568,0.768,72.7,0.616,-0.036,0.841,0,0,1,0,0,0,0,0,0,0
10.593,0.811,73.0,0.591,0.026,0.862,0,0,1,0,0,0,0,0,0,0
10.621,0.807,73.3,0.538,0.014,0.851,0,0,1,0,0,0,0,0,0,0
10.643,0.798,73.6,0.6,-0.089,0.797,0,0,1,0,0,0,0,0,0,0
10.661,0.783,73.9,0.706,-0.055,0.718,0,0,1,0,0,0,0,0,0,0
10.648,0.808,74.2,0.711,-0.106,0.665,0,0,1,0,0,0,0,0,0,0
10.546,0.961,71.5,0.916,-0.0864,0.777,0,0,0,0,0,0,0,0,0,1
10.587,0.957,72.06,0.782,-0.093,0.784,0,0,0,0,0,0,0,0,0,1
10.579,0.948,72.34,0.834,-0.15,0.683,0,0,0,0,0,0,0,0,0,1
10.532,0.929,72.62,0.749,-0.127,0.798,0,0,0,0,0,0,0,0,0,1
10.529,0.95,72.9,0.796,-0.138,0.84,0,0,0,0,0,0,0,0,0,1
10.518,0.944,73.02,0.819,-0.122,0.846,0,0,0,0,0,0,0,0,0,1
10.487,0.937,73.14,0.755,-0.059,0.844,0,0,0,0,0,0,0,0,0,1
10.476,0.929,73.26,0.759,-0.101,0.916,0,0,0,0,0,0,0,0,0,1
10.492,0.948,73.38,0.738,-0.028,0.854,0,0,0,0,0,0,0,0,0,1
10.531,0.956,73.5,0.732,-0.072,0.822,0,0,0,0,0,0,0,0,0,1
10.56,0.942,73.8,0.768,-0.048,0.819,0,0,0,0,0,0,0,0,0,1
10.586,0.903,74.1,0.756,-0.032,0.791,0,0,0,0,0,0,0,0,0,1
10.605,0.91,74.4,0.722,-0.075,0.777,0,0,0,0,0,0,0,0,0,1
10.618,0.949,74.7,0.778,-0.049,0.73,0,0,0,0,0,0,0,0,0,1
10.488,0.935,75.0,0.783,-0.121,0.73,0,0,0,0,0,0,0,0,0,1
8.912,0.864,65.78,0.724,0.062,0.838,0,0,0,0,0,0,1,0,0,0
8.97,0.838,65.86,0.736,0.11,0.847,0,0,0,0,0,0,1,0,0,0
9.021,0.816,65.94,0.834,0.163,0.861,0,0,0,0,0,0,1,0,0,0
9.049,0.83,66.02,0.799,0.306,0.69,0,0,0,0,0,0,1,0,0,0
9.119,0.814,66.1,0.738,0.259,0.769,0,0,0,0,0,0,1,0,0,0
9.193,0.842,66.2,0.823,0.145,0.76,0,0,0,0,0,0,1,0,0,0
9.279,0.824,66.3,0.8,0.161,0.823,0,0,0,0,0,0,1,0,0,0
9.305,0.809,66.4,0.834,0.268,0.842,0,0,0,0,0,0,1,0,0,0
9.344,0.805,66.5,0.868,0.299,0.791,0,0,0,0,0,0,1,0,0,0
9.383,0.863,66.6,0.902,0.319,0.859,0,0,0,0,0,0,1,0,0,0
9.44,0.823,67.0,0.827,0.094,0.844,0,0,0,0,0,0,1,0,0,0
9.462,0.833,67.2,0.859,0.106,0.856,0,0,0,0,0,0,1,0,0,0
9.479,0.815,67.4,0.824,0.051,0.863,0,0,0,0,0,0,1,0,0,0
8.106,0.911,53.7,0.71,0.077,0.701,0,0,0,0,0,0,0,0,1,0
8.076,0.855,54.0,0.648,-0.04,0.737,0,0,0,0,0,0,0,0,1,0
8.204,0.818,54.28,0.583,-0.024,0.663,0,0,0,0,0,0,0,0,1,0
8.296,0.813,54.56,0.412,-0.056,0.734,0,0,0,0,0,0,0,0,1,0
8.317,0.811,55.12,0.39,-0.063,0.794,0,0,0,0,0,0,0,0,1,0
9.797,0.797,62.24,0.885,-0.077,0.751,0,0,0,1,0,0,0,0,0,0
8.94,0.837,40.808,0.607,-0.067,0.917,0,0,0,0,0,0,0,0,1,0
9.06,0.779,50.353,0.71,-0.178,0.692,0,0,0,0,0,0,0,0,1,0
9.07,0.759,51.27,0.597,-0.191,0.724,0,0,0,0,0,0,0,0,1,0
10.739,0.951,71.2,0.964,0.1439333333333333,0.261,0,0,0,0,0,0,0,0,0,1
10.806,0.917,71.48,0.91,0.146,0.289,0,0,0,0,0,0,0,0,0,1
10.793,0.923,71.62,0.912,0.125,0.314,0,0,0,0,0,0,0,0,0,1
10.74,0.903,71.76,0.864,0.221,0.292,0,0,0,0,0,0,0,0,0,1
10.79,0.97,71.9,0.905,0.141,0.253,0,0,0,0,0,0,0,0,0,1
10.814,0.921,71.98,0.941,0.161,0.269,0,0,0,0,0,0,0,0,0,1
10.8,0.929,72.06,0.944,0.132,0.254,0,0,0,0,0,0,0,0,0,1
10.804,0.916,72.14,0.936,0.159,0.324,0,0,0,0,0,0,0,0,0,1
10.82,0.933,72.22,0.945,0.202,0.25,0,0,0,0,0,0,0,0,0,1
10.853,0.929,72.3,0.935,0.211,0.232,0,0,0,0,0,0,0,0,0,1
10.861,0.912,72.4,0.918,0.146,0.246,0,0,0,0,0,0,0,0,0,1
10.873,0.914,72.5,0.935,0.17,0.239,0,0,0,0,0,0,0,0,0,1
10.881,0.931,72.6,0.942,0.077,0.263,0,0,0,0,0,0,0,0,0,1
10.882,0.934,72.7,0.942,0.091,0.25,0,0,0,0,0,0,0,0,0,1
10.838,0.936,72.8,0.951,0.091,0.203,0,0,0,0,0,0,0,0,0,1
11.05,0.951,71.54,0.919,0.29,0.408,0,0,0,0,0,0,0,0,0,1
11.055,0.938,72.26,0.891,0.125,0.342,0,0,0,0,0,0,0,0,0,1
11.079,0.947,72.78,0.945,0.139,0.323,0,0,0,0,0,0,0,0,0,1
11.098,0.959,73.06,0.949,0.06,0.283,0,0,0,0,0,0,0,0,0,1
11.1,0.938,73.2,0.928,0.109,0.21,0,0,0,0,0,0,0,0,0,1
11.106,0.928,73.5,0.934,0.088,0.302,0,0,0,0,0,0,0,0,0,1
11.115,0.95,73.8,0.925,0.18,0.316,0,0,0,0,0,0,0,0,0,1
11.134,0.93,74.1,0.926,0.101,0.301,0,0,0,0,0,0,0,0,0,1
11.136,0.949,74.4,0.913,0.036,0.294,0,0,0,0,0,0,0,0,0,1
11.081,0.946,74.7,0.917,-0.064,0.28,0,0,0,0,0,0,0,0,0,1
8.652,0.712,63.9,0.661,0.122,0.68,0,0,0,0,1,0,0,0,0,0
8.654,0.842,64.0,0.748,0.082,0.688,0,0,0,0,1,0,0,0,0,0
8.729,0.934,64.1,0.647,0.008,0.743,0,0,0,0,1,0,0,0,0,0
8.727,0.576,62.32,0.53,0.131,0.741,0,0,0,0,1,0,0,0,0,0
8.563,0.588,60.54,0.467,0.316,0.673,0,0,0,0,1,0,0,0,0,0
8.396,0.585,58.76,0.455,0.225,0.663,0,0,0,0,1,0,0,0,0,0
8.442,0.464,55.2,0.448,0.045,0.685,0,0,0,0,1,0,0,0,0,0
10.613,0.882,68.68,0.63,-0.03,0.846,0,0,1,0,0,0,0,0,0,0
10.606,0.83,69.14,0.642,-0.017,0.785,0,0,1,0,0,0,0,0,0,0
10.691,0.831,69.6,0.677,0.005,0.821,0,0,1,0,0,0,0,0,0,0
10.705,0.863,69.255,0.761,0.035,0.755,0,0,1,0,0,0,0,0,0,0
10.716,0.825,69.255,0.698,0.022,0.803,0,0,1,0,0,0,0,0,0,0
10.75,0.817,69.255,0.69,0.002,0.841,0,0,1,0,0,0,0,0,0,0
10.798,0.87,69.255,0.693,0.092,0.866,0,0,1,0,0,0,0,0,0,0
10.842,0.885,69.255,0.701,0.019,0.857,0,0,1,0,0,0,0,0,0,0
10.855,0.895,69.255,0.719,-0.049,0.811,0,0,1,0,0,0,0,0,0,0
10.871,0.891,69.255,0.76,-0.07,0.743,0,0,1,0,0,0,0,0,0,0
10.756181818181815,0.896,69.255,0.741,-0.0055454545454545,0.736,0,0,1,0,0,0,0,0,0,0
10.756181818181815,0.893,69.255,0.814,-0.0055454545454545,0.718,0,0,1,0,0,0,0,0,0,0
10.756181818181815,0.901,69.255,0.799,-0.0055454545454545,0.711,0,0,1,0,0,0,0,0,0,0
7.554,0.724,60.64,0.702,-0.088,0.768,0,1,0,0,0,0,0,0,0,0
7.609,0.727,61.08,0.818,0.0,0.659,0,1,0,0,0,0,0,0,0,0
7.665,0.701,61.52,0.816,0.018,0.723,0,1,0,0,0,0,0,0,0,0
7.682,0.676,61.96,0.744,0.001,0.792,0,1,0,0,0,0,0,0,0,0
7.723,0.759,62.4,0.784,0.062,0.679,0,1,0,0,0,0,0,0,0,0
7.772,0.751,62.56,0.776,-0.119,0.672,0,1,0,0,0,0,0,0,0,0
7.821,0.729,62.72,0.749,-0.073,0.717,0,1,0,0,0,0,0,0,0,0
7.87,0.701,62.88,0.693,0.063,0.764,0,1,0,0,0,0,0,0,0,0
7.911,0.81,63.04,0.853,0.002,0.698,0,1,0,0,0,0,0,0,0,0
7.945,0.844,63.2,0.847,0.022,0.742,0,1,0,0,0,0,0,0,0,0
7.987,0.857,63.5,0.703,0.01,0.632,0,1,0,0,0,0,0,0,0,0
8.036,0.663,63.8,0.832,0.124,0.718,0,1,0,0,0,0,0,0,0,0
8.082,0.875,64.1,0.7806923076923076,-0.065,0.578,0,1,0,0,0,0,0,0,0,0
8.126,0.88,64.4,0.7806923076923076,-0.045,0.49,0,1,0,0,0,0,0,0,0,0
8.08,0.79,64.7,0.7806923076923076,-0.04,0.55,0,1,0,0,0,0,0,0,0,0
7.485,0.783,48.7,0.787,-0.027,0.649,0,0,0,0,0,0,0,0,1,0
7.522,0.708,49.6,0.716,-0.013,0.707,0,0,0,0,0,0,0,0,1,0
7.549,0.774,50.5,0.562,0.256,0.93,0,0,0,0,0,0,0,0,1,0
7.572,0.837,51.4,0.607,0.308,0.903,0,0,0,0,0,0,0,0,1,0
7.604,0.813,52.3,0.597,0.139,0.866,0,0,0,0,0,0,0,0,1,0
7.649,0.883,53.04,0.736,-0.046,0.816,0,0,0,0,0,0,0,0,1,0
7.663,0.832,53.78,0.577,0.213,0.887,0,0,0,0,0,0,0,0,1,0
7.699,0.803,54.52,0.654,0.054,0.859,0,0,0,0,0,0,0,0,1,0
7.734,0.789,55.26,0.654,0.11,0.878,0,0,0,0,0,0,0,0,1,0
7.764,0.79,56.0,0.759,0.149,0.906,0,0,0,0,0,0,0,0,1,0
7.8,0.638,56.5,0.775,0.179,0.739,0,0,0,0,0,0,0,0,1,0
7.836,0.705,57.0,0.8,0.116,0.654,0,0,0,0,0,0,0,0,1,0
7.859,0.675,57.5,0.807,0.153,0.612,0,0,0,0,0,0,0,0,1,0
7.886,0.687,58.0,0.85,0.1,0.589,0,0,0,0,0,0,0,0,1,0
7.881,0.74,58.5,0.83,0.295,0.521,0,0,0,0,0,0,0,0,1,0
9.461,0.894,64.14,0.863,0.331,0.935,0,0,0,0,0,0,0,1,0,0
9.508,0.889,64.48,0.87,0.391,0.898,0,0,0,0,0,0,0,1,0,0
9.52,0.832,64.82,0.868,0.425,0.933,0,0,0,0,0,0,0,1,0,0
9.508,0.893,65.16,0.868,0.525,0.904,0,0,0,0,0,0,0,1,0,0
9.576,0.898,65.5,0.86,0.536,0.917,0,0,0,0,0,0,0,1,0,0
9.579,0.884,65.72,0.927,0.4,0.923,0,0,0,0,0,0,0,1,0,0
9.645,0.906,65.94,0.847,0.38,0.909,0,0,0,0,0,0,0,1,0,0
9.667,0.926,66.16,0.781,0.456,0.925,0,0,0,0,0,0,0,1,0,0
9.672,0.933,66.38,0.9,0.553,0.92,0,0,0,0,0,0,0,1,0,0
9.699,0.866,66.6,0.885,0.316,0.914,0,0,0,0,0,0,0,1,0,0
9.729,0.908,66.8,0.924,0.356,0.878,0,0,0,0,0,0,0,1,0,0
9.765,0.877,67.0,0.923,0.212,0.884,0,0,0,0,0,0,0,1,0,0
9.803,0.873,67.2,0.905,0.259,0.907,0,0,0,0,0,0,0,1,0,0
9.824,0.903,67.4,0.898,0.309,0.877,0,0,0,0,0,0,0,1,0,0
9.769,0.867,67.6,0.84,0.273,0.918,0,0,0,0,0,0,0,1,0,0
7.078,0.435,49.26,0.628,-0.007,0.85,0,0,0,0,0,0,0,0,1,0
7.052,0.291,50.18,0.287,-0.055,0.932,0,0,0,0,0,0,0,0,1,0
7.146,0.303,51.58,0.584,-0.07,0.832,0,0,0,0,0,0,0,0,1,0
7.247,0.444,53.02,0.663,-0.085,0.795,0,0,0,0,0,0,0,0,1,0
7.277,0.479,53.5,0.772,-0.069,0.733,0,0,0,0,0,0,0,0,1,0
7.306,0.509,53.9,0.73,-0.007,0.815,0,0,0,0,0,0,0,0,1,0
7.324,0.508,54.3,0.717,-0.042,0.726,0,0,0,0,0,0,0,0,1,0
7.348,0.596,54.7,0.612,-0.007,0.809,0,0,0,0,0,0,0,0,1,0
7.375,0.539,55.1,0.617,0.065,0.737,0,0,0,0,0,0,0,0,1,0
10.224,0.887,61.76,0.84,0.141,0.917,0,0,0,1,0,0,0,0,0,0
10.295,0.858,62.08,0.838,0.087,0.959,0,0,0,1,0,0,0,0,0,0
10.263,0.863,62.54,0.775,0.078,0.9,0,0,0,1,0,0,0,0,0,0
10.285,0.883,62.82,0.847,0.128,0.948,0,0,0,1,0,0,0,0,0,0
10.183,0.916,63.5,0.859,0.015,0.911,0,0,0,1,0,0,0,0,0,0
9.197,0.69175,64.96,0.781,-0.119,0.722,0,0,0,0,1,0,0,0,0,0
9.222,0.863,65.1,0.624,-0.135,0.732,0,0,0,0,1,0,0,0,0,0
9.192,0.715,65.28,0.603,-0.199,0.913,0,0,0,0,1,0,0,0,0,0
9.222,0.614,65.46,0.568,-0.176,0.899,0,0,0,0,1,0,0,0,0,0
9.24,0.648,65.64,0.536,-0.207,0.886,0,0,0,0,1,0,0,0,0,0
9.26,0.68,65.82,0.589,-0.232,0.783,0,0,0,0,1,0,0,0,0,0
9.261,0.609,66.0,0.711,-0.226,0.815,0,0,0,0,1,0,0,0,0,0
9.262,0.702,66.3,0.614,-0.165,0.811,0,0,0,0,1,0,0,0,0,0
9.269,0.717,66.6,0.478,-0.219,0.869,0,0,0,0,1,0,0,0,0,0
9.284,0.733,66.9,0.65,-0.191,0.84,0,0,0,0,1,0,0,0,0,0
9.283,0.61,67.2,0.659,-0.209,0.889,0,0,0,0,1,0,0,0,0,0
9.231,0.719,67.5,0.668,-0.202,0.877,0,0,0,0,1,0,0,0,0,0
9.809,0.82,62.6,0.623,-0.1581333333333333,0.877,0,0,0,0,1,0,0,0,0,0
9.903,0.792,63.32,0.459,-0.178,0.8,0,0,0,0,1,0,0,0,0,0
9.899,0.645,63.68,0.415,-0.189,0.785,0,0,0,0,1,0,0,0,0,0
9.838,0.755,64.04,0.456,-0.227,0.853,0,0,0,0,1,0,0,0,0,0
9.906,0.795,64.4,0.515,-0.187,0.811,0,0,0,0,1,0,0,0,0,0
9.996,0.692,64.64,0.446,-0.242,0.649,0,0,0,0,1,0,0,0,0,0
10.026,0.739,64.88,0.471,-0.216,0.702,0,0,0,0,1,0,0,0,0,0
10.091,0.795,65.12,0.541,-0.229,0.698,0,0,0,0,1,0,0,0,0,0
10.124,0.863,65.36,0.649,-0.024,0.764,0,0,0,0,1,0,0,0,0,0
10.166,0.851,65.6,0.653,-0.016,0.806,0,0,0,0,1,0,0,0,0,0
10.181,0.88,66.0,0.644,-0.065,0.764,0,0,0,0,1,0,0,0,0,0
10.238,0.876,66.4,0.644,-0.237,0.671,0,0,0,0,1,0,0,0,0,0
10.251,0.847,66.8,0.529,-0.176,0.805,0,0,0,0,1,0,0,0,0,0
10.246,0.792,67.2,0.631,-0.136,0.76,0,0,0,0,1,0,0,0,0,0
10.219,0.857,67.6,0.51,-0.111,0.774,0,0,0,0,1,0,0,0,0,0
7.37,0.76,46.48,0.747,-0.041,0.807,0,0,0,0,0,0,0,0,1,0
7.419,0.845,47.46,0.708,-0.001,0.881,0,0,0,0,0,0,0,0,1,0
7.471,0.813,48.44,0.578,-0.055,0.848,0,0,0,0,0,0,0,0,1,0
7.505,0.852,49.42,0.76,-0.037,0.84,0,0,0,0,0,0,0,0,1,0
7.528,0.83,50.4,0.801,-0.015,0.855,0,0,0,0,0,0,0,0,1,0
7.586,0.882,51.22,0.733,0.032,0.83,0,0,0,0,0,0,0,0,1,0
7.592,0.885,52.04,0.649,0.081,0.838,0,0,0,0,0,0,0,0,1,0
7.595,0.878,52.86,0.763,0.053,0.82,0,0,0,0,0,0,0,0,1,0
7.611,0.821,53.68,0.834,0.009,0.898,0,0,0,0,0,0,0,0,1,0
7.627,0.747,54.5,0.758,0.135,0.873,0,0,0,0,0,0,0,0,1,0
7.637,0.754,54.9,0.739,0.132,0.811,0,0,0,0,0,0,0,0,1,0
7.638,0.74,55.3,0.772,0.06,0.816,0,0,0,0,0,0,0,0,1,0
7.66,0.74,55.7,0.729,0.079,0.856,0,0,0,0,0,0,0,0,1,0
7.688,0.805,56.1,0.704,0.139,0.826,0,0,0,0,0,0,0,0,1,0
7.684,0.8,56.5,0.687,0.147,0.878,0,0,0,0,0,0,0,0,1,0
9.38,0.852,60.12,0.624,-0.257,0.929,0,1,0,0,0,0,0,0,0,0
9.459,0.82,60.64,0.494,-0.241,0.968,0,1,0,0,0,0,0,0,0,0
9.488,0.86,61.16,0.487,-0.265,0.929,0,1,0,0,0,0,0,0,0,0
9.332,0.845,61.68,0.46,-0.241,0.962,0,1,0,0,0,0,0,0,0,0
9.374,0.884,62.2,0.484,-0.189,0.954,0,1,0,0,0,0,0,0,0,0
9.431,0.859,62.5,0.579,-0.228,0.933,0,1,0,0,0,0,0,0,0,0
9.436,0.898,62.8,0.564,-0.223,0.896,0,1,0,0,0,0,0,0,0,0
9.438,0.897,63.1,0.569,-0.216,0.937,0,1,0,0,0,0,0,0,0,0
9.426,0.877,63.4,0.533,0.084,0.927,0,1,0,0,0,0,0,0,0,0
9.327,0.909,63.7,0.431,-0.033,0.952,0,1,0,0,0,0,0,0,0,0
9.353,0.885,64.0,0.503,0.011,0.891,0,1,0,0,0,0,0,0,0,0
9.382,0.858,64.3,0.599,-0.002,0.937,0,1,0,0,0,0,0,0,0,0
9.42,0.901,64.6,0.663,-0.074,0.943,0,1,0,0,0,0,0,0,0,0
9.458,0.883,64.9,0.715,-0.081,0.885,0,1,0,0,0,0,0,0,0,0
9.428,0.885,65.2,0.784,0.126,0.946,0,1,0,0,0,0,0,0,0,0
11.367,0.903,65.92,0.898,-0.033,0.203,0,0,0,0,1,0,0,0,0,0
10.975,0.885,66.28,0.849,0.019,0.339,0,0,0,0,1,0,0,0,0,0
10.914,0.912,66.4,0.878,0.057,0.355,0,0,0,0,1,0,0,0,0,0
10.935,0.881,66.42,0.889,0.071,0.3715,0,0,0,0,1,0,0,0,0,0
10.958,0.856,66.44,0.92,0.089,0.3715,0,0,0,0,1,0,0,0,0,0
11.001,0.864,66.46,0.936,0.089,0.3715,0,0,0,0,1,0,0,0,0,0
11.041,0.861076923076923,66.48,0.9173076923076924,0.089,0.3715,0,0,0,0,1,0,0,0,0,0
11.086,0.824,66.5,0.915,0.201,0.3715,0,0,0,0,1,0,0,0,0,0
11.105,0.849,66.7,0.949,0.131,0.3715,0,0,0,0,1,0,0,0,0,0
11.115,0.836,66.9,0.962,0.216,0.3715,0,0,0,0,1,0,0,0,0,0
11.112,0.851,67.1,0.944,0.054,0.3715,0,0,0,0,1,0,0,0,0,0
11.114,0.862,67.3,0.911,0.129,0.3715,0,0,0,0,1,0,0,0,0,0
11.053,0.827,67.5,0.942,0.06,0.3715,0,0,0,0,1,0,0,0,0,0
10.663,0.979,69.9,0.922,0.3061999999999999,0.398,0,0,0,0,0,0,0,0,0,1
10.699,0.97,70.46,0.838,0.336,0.498,0,0,0,0,0,0,0,0,0,1
10.689,0.954,70.74,0.759,0.331,0.548,0,0,0,0,0,0,0,0,0,1
10.638,0.964,71.02,0.816,0.341,0.559,0,0,0,0,0,0,0,0,0,1
10.649,0.955,71.3,0.841,0.403,0.587,0,0,0,0,0,0,0,0,0,1
10.657,0.949,71.38,0.9,0.336,0.438,0,0,0,0,0,0,0,0,0,1
10.664,0.935,71.46,0.889,0.371,0.425,0,0,0,0,0,0,0,0,0,1
10.679,0.937,71.54,0.905,0.346,0.568,0,0,0,0,0,0,0,0,0,1
10.697,0.91,71.62,0.857,0.355,0.484,0,0,0,0,0,0,0,0,0,1
10.712,0.936,71.7,0.833,0.3,0.456,0,0,0,0,0,0,0,0,0,1
10.724,0.954,71.9,0.821,0.25,0.458,0,0,0,0,0,0,0,0,0,1
10.736,0.937,72.1,0.813,0.291,0.419,0,0,0,0,0,0,0,0,0,1
10.743,0.928,72.3,0.838,0.226,0.404,0,0,0,0,0,0,0,0,0,1
10.751,0.943,72.5,0.854,0.271,0.485,0,0,0,0,0,0,0,0,0,1
10.626,0.929,72.7,0.885,0.203,0.49,0,0,0,0,0,0,0,0,0,1
10.924,0.965,68.06,0.911,0.1813333333333333,0.6,0,0,0,0,0,1,0,0,0,0
10.933,0.9205333333333332,68.22,0.872,0.197,0.633,0,0,0,0,0,1,0,0,0,0
10.922,0.953,68.38,0.878,0.255,0.668,0,0,0,0,0,1,0,0,0,0
10.888,0.912,68.54,0.831,0.201,0.665,0,0,0,0,0,1,0,0,0,0
10.905,0.926,68.7,0.828,0.244,0.69,0,0,0,0,0,1,0,0,0,0
10.913,0.922,68.68,0.863,0.161,0.697,0,0,0,0,0,1,0,0,0,0
10.928,0.903,68.66,0.823,0.215,0.71,0,0,0,0,0,1,0,0,0,0
10.939,0.925,68.64,0.792,0.274,0.747,0,0,0,0,0,1,0,0,0,0
10.956,0.902,68.62,0.866,0.221,0.702,0,0,0,0,0,1,0,0,0,0
10.977,0.904,68.6,0.849,0.219,0.698,0,0,0,0,0,1,0,0,0,0
10.986,0.897,68.5,0.758,0.144,0.739,0,0,0,0,0,1,0,0,0,0
11.001,0.921,68.4,0.868,0.197,0.681,0,0,0,0,0,1,0,0,0,0
11.025,0.904,68.3,0.825,0.116,0.71,0,0,0,0,0,1,0,0,0,0
11.043,0.917,68.2,0.836,0.144,0.707,0,0,0,0,0,1,0,0,0,0
11.001,0.937,68.1,0.85,0.034,0.678,0,0,0,0,0,1,0,0,0,0
9.543,0.912,67.44,0.807,-0.113,0.477,0,0,0,1,0,0,0,0,0,0
9.604,0.875,67.58,0.786,-0.165,0.614,0,0,0,1,0,0,0,0,0,0
9.671,0.879,67.72,0.808,-0.143,0.597,0,0,0,1,0,0,0,0,0,0
9.71,0.924,67.86,0.825,-0.118,0.544,0,0,0,1,0,0,0,0,0,0
9.782,0.893,68.0,0.832,-0.158,0.471,0,0,0,1,0,0,0,0,0,0
9.83,0.891,68.14,0.851,-0.08,0.556,0,0,0,1,0,0,0,0,0,0
9.861,0.865,68.28,0.871,0.067,0.615,0,0,0,1,0,0,0,0,0,0
9.904,0.917,68.42,0.888,-0.043,0.586,0,0,0,1,0,0,0,0,0,0
9.932,0.902,68.56,0.904,-0.073,0.533,0,0,0,1,0,0,0,0,0,0
9.932,0.891,68.7,0.917,-0.032,0.673,0,0,0,1,0,0,0,0,0,0
9.946,0.9,68.8,0.886,-0.072,0.676,0,0,0,1,0,0,0,0,0,0
9.968,0.914,68.9,0.898,-0.091,0.627,0,0,0,1,0,0,0,0,0,0
9.98,0.917,69.0,0.876,-0.097,0.683,0,0,0,1,0,0,0,0,0,0
9.979,0.933,69.1,0.903,-0.095,0.599,0,0,0,1,0,0,0,0,0,0
9.937,0.921,69.2,0.908,-0.084,0.491,0,0,0,1,0,0,0,0,0,0
8.193,0.903,61.44,0.784,-0.115,0.609,0,1,0,0,0,0,0,0,0,0
8.339,0.894,62.32,0.831,-0.023,0.5145833333333333,0,1,0,0,0,0,0,0,0,0
8.4,0.905,62.76,0.9355,0.013,0.61,0,1,0,0,0,0,0,0,0,0
8.445,0.903,63.2,0.9355,-0.03,0.519,0,1,0,0,0,0,0,0,0,0
8.493,0.924,63.4,0.934,0.042,0.522,0,1,0,0,0,0,0,0,0,0
8.55,0.933,63.6,0.914,-0.037,0.463,0,1,0,0,0,0,0,0,0,0
8.607,0.963,63.8,0.95,-0.034,0.434,0,1,0,0,0,0,0,0,0,0
8.659,0.952,64.0,0.954,0.061,0.536,0,1,0,0,0,0,0,0,0,0
8.714,0.968,64.2,0.98,0.375,0.471,0,1,0,0,0,0,0,0,0,0
8.756,0.945,64.5,0.984,0.208,0.5145833333333333,0,1,0,0,0,0,0,0,0,0
8.782,0.942,64.8,0.985,0.123,0.465,0,1,0,0,0,0,0,0,0,0
8.818,0.921,65.1,0.97,0.318,0.52,0,1,0,0,0,0,0,0,0,0
8.853,0.915,65.4,0.97,0.304,0.511,0,1,0,0,0,0,0,0,0,0
9.313,0.955,65.4,0.838,-0.1645833333333333,0.72,0,0,0,1,0,0,0,0,0,0
9.46,0.946,65.46,0.798,-0.031,0.646,0,0,0,1,0,0,0,0,0,0
9.701,0.922,65.58,0.678,-0.225,0.776,0,0,0,1,0,0,0,0,0,0
9.542,0.945,65.64,0.677,-0.116,0.828,0,0,0,1,0,0,0,0,0,0
9.717,0.932,65.7,0.768,-0.155,0.754,0,0,0,1,0,0,0,0,0,0
9.822,0.931,65.74,0.766,-0.226,0.772,0,0,0,1,0,0,0,0,0,0
9.826,0.932,65.78,0.804,-0.193,0.743,0,0,0,1,0,0,0,0,0,0
9.739,0.896,65.82,0.642,-0.22,0.837,0,0,0,1,0,0,0,0,0,0
9.557,0.904,65.86,0.57,-0.199,0.827,0,0,0,1,0,0,0,0,0,0
9.001,0.911,65.9,0.512,-0.117,0.813,0,0,0,1,0,0,0,0,0,0
9.01,0.902,66.1,0.458,-0.155,0.89,0,0,0,1,0,0,0,0,0,0
9.073,0.896,66.3,0.636,-0.169,0.844,0,0,0,1,0,0,0,0,0,0
9.448769230769232,0.887,66.5,0.611,-0.1645833333333333,0.828,0,0,0,1,0,0,0,0,0,0
9.448769230769232,0.888,66.7,0.626,-0.1645833333333333,0.839,0,0,0,1,0,0,0,0,0,0
9.448769230769232,0.805,66.9,0.612,-0.1645833333333333,0.811,0,0,0,1,0,0,0,0,0,0
8.335,0.888,65.86,0.886,0.015,0.7857272727272728,0,0,0,0,0,0,0,1,0,0
